学号,姓名,年龄,性别,联系方式,班级,语文,数学,英语,物理,化学,生物,政治,历史,地理,总分
202101551,ylqqkt,26,男,13614931828,46,61,18,47,58,88,69,1,8,7,357
202101552,capehc,22,男,18063176512,74,75,31,69,70,0,26,28,64,8,371
202101553,kdjrvi,25,女,13329565730,91,103,34,23,70,76,9,55,41,22,433
202101554,rigrih,21,女,18062206482,12,50,45,143,48,29,34,80,67,85,581
202101555,yesiib,20,男,13513457103,91,117,56,117,50,47,43,7,68,21,526
202101556,ydiqkz,21,男,13399118834,109,32,137,62,44,58,33,7,51,85,509
202101557,iuagxn,17,男,18872879683,55,122,44,58,50,12,55,49,31,29,450
202101558,axfjuf,18,男,17766509750,3,14,8,99,34,8,93,1,80,15,352
202101559,ifrasl,19,男,17550598926,103,4,95,6,27,24,1,8,11,22,198
202101560,vbmgzy,16,男,17752266239,67,43,94,149,32,41,94,0,83,34,570
202101561,hqpdcy,16,男,13051870334,118,148,103,8,72,85,86,99,48,42,691
202101562,kxnhkh,21,女,13316107624,165,116,143,142,11,86,38,86,62,47,731
202101563,zkjvsg,21,男,18870152919,88,99,86,140,60,88,91,96,66,51,777
202101564,rrswnp,20,男,13555650404,151,123,98,75,92,23,25,59,29,22,546
202101565,wzdrtv,25,女,13613004888,131,101,24,102,47,90,40,94,50,86,634
202101566,tfebbo,17,男,13081124011,144,122,42,10,92,96,36,44,70,1,513
202101567,qljtak,24,男,18867691235,149,133,64,48,93,47,1,3,56,67,512
202101568,tykset,18,女,15329525125,126,140,120,21,26,54,94,44,9,11,519
202101569,ykvoli,26,男,17814437134,48,87,119,123,24,71,7,59,68,97,655
202101570,dogfuf,20,男,14956383209,14,83,79,69,5,90,49,80,92,68,615
202101571,mbjbfl,20,男,13318685874,143,80,28,16,73,20,9,78,74,88,466
202101572,maploh,17,男,18683573698,7,89,75,6,96,40,39,64,37,46,492
202101573,kranoi,23,女,17889001272,103,118,118,5,94,5,68,83,72,19,582
202101574,lnstfa,26,女,18629558720,84,103,144,119,3,99,42,94,44,78,726
202101575,fukgxs,26,女,13125062443,109,13,91,90,54,84,48,80,14,81,555
202101576,hqcndg,26,男,13512236269,164,65,15,3,12,22,40,21,7,22,207
202101577,venavd,26,女,13692896249,3,61,37,68,70,53,72,61,3,97,522
202101578,ttpikf,19,女,15944705168,53,37,122,61,48,63,27,46,15,73,492
202101579,aceozj,22,男,15837351675,12,114,44,5,7,73,76,36,41,21,417
202101580,vjciii,21,男,17332474295,107,122,66,92,80,95,42,71,0,16,584
202101581,hepoog,22,男,15933346793,40,11,88,100,40,41,70,91,43,44,528
202101582,ewdcpk,22,男,15323958618,76,102,93,104,77,13,16,55,48,41,549
202101583,emurvc,17,女,13324496201,151,143,112,80,78,2,94,30,100,2,641
202101584,qcrblv,22,男,13627751322,16,77,44,60,20,26,0,33,24,5,289
202101585,ghqntf,26,男,18634175576,165,3,69,19,13,52,73,11,74,32,346
202101586,ssqtde,16,男,17330804887,26,63,25,84,93,11,19,25,76,2,398
202101587,vzsfot,26,女,18651492603,114,58,135,13,48,18,70,3,24,53,422
202101588,wqredz,18,女,15769103068,88,20,112,75,30,41,93,25,42,93,531
202101589,bwqpjw,17,男,17399633569,39,73,68,114,78,42,89,1,55,4,524
202101590,umvfqb,25,女,18776862544,75,71,66,28,81,24,7,40,28,23,368
202101591,ynsmeg,25,女,14910818554,88,65,83,30,63,77,9,7,17,73,424
202101592,orqpqa,16,男,18622377173,55,22,92,54,3,89,59,79,53,91,542
202101593,pgyqae,21,女,15879985301,51,51,142,71,25,25,67,64,31,88,564
202101594,czyjop,17,女,18638952395,27,128,109,63,7,86,93,49,25,55,615
202101595,vtjjkd,24,男,13592216974,114,148,57,24,54,63,15,33,74,41,509
202101596,aztvsd,16,女,13371439901,41,44,146,125,80,31,1,73,11,74,585
202101597,dubwdc,23,男,13619224757,14,120,129,104,30,99,66,37,61,43,689
202101598,hiskbx,25,男,18743534024,41,107,19,57,9,68,7,44,23,47,381
202101599,sxaidb,17,男,17388220344,147,131,8,100,63,71,32,81,43,56,585
202101600,pxibwc,25,女,18822505583,92,148,123,125,97,1,19,37,5,46,601
202101601,agfhev,19,男,17582342232,124,53,130,55,46,25,74,63,8,73,527
202101602,tycfdf,19,女,15841333052,84,138,90,37,70,75,44,93,17,61,625
202101603,liaukt,23,男,18621488370,139,0,91,142,49,81,43,93,87,0,586
202101604,rdbrgm,21,男,18787084569,143,29,128,111,48,100,96,16,0,63,591
202101605,renibf,24,女,15334722965,117,106,143,95,5,7,58,15,91,18,538
202101606,tluhpx,22,男,15325117632,30,140,87,59,48,89,20,83,26,29,581
202101607,yiherm,16,女,18717724758,29,86,125,50,77,27,84,20,85,64,618
202101608,imzakh,21,女,13347453643,34,91,125,95,27,27,61,86,23,35,570
202101609,sqzdiu,23,女,13144981535,22,70,111,42,73,83,20,64,49,82,594
202101610,nveugv,20,男,13681108996,57,100,67,79,73,55,42,65,26,87,594
202101611,taozgf,17,女,18797037370,140,38,13,101,59,16,92,78,20,20,437
202101612,rfmqhk,18,男,13134109953,138,71,136,1,89,26,85,21,25,55,509
202101613,szhyqb,18,女,18089390197,141,101,95,31,5,40,94,95,24,70,555
202101614,maminn,22,男,18545486841,52,134,59,12,12,53,1,56,56,98,481
202101615,bfwpdo,18,男,15761771393,162,72,83,127,71,73,54,84,20,42,626
202101616,ucqkbk,17,女,18868928858,74,57,128,27,65,84,90,32,8,92,583
202101617,vehudp,25,男,18958668368,112,88,136,134,51,56,24,88,4,49,630
202101618,xnyydc,23,男,18672196895,98,81,20,109,72,3,8,41,63,82,479
202101619,llwbvz,26,男,13155324031,64,96,117,111,63,50,60,52,24,31,604
202101620,wnuekc,25,男,18628898014,76,110,123,55,27,74,91,67,23,16,586
202101621,smirzd,19,女,18771219761,55,103,36,17,23,15,16,4,92,4,310
202101622,bglzbt,22,女,13122781869,146,133,34,122,30,40,15,0,71,23,468
202101623,djpbms,23,男,18178651234,163,5,73,101,90,75,74,83,35,66,602
202101624,nswevh,18,女,17768924800,60,109,70,34,77,93,18,36,9,61,507
202101625,bxcuxf,17,男,14973845953,24,44,109,23,66,83,89,36,13,95,558
202101626,pfcaad,20,男,17578488394,60,100,94,96,69,100,27,69,26,11,592
202101627,mzelhr,23,女,14990804481,95,23,131,57,95,65,72,64,40,31,578
202101628,zhrtof,25,男,18752299526,123,48,112,150,99,70,86,88,30,58,741
202101629,fvvoid,21,女,17335008100,89,99,0,9,8,82,7,32,10,40,287
202101630,xgdwnz,25,男,14924354476,154,121,84,36,49,51,100,78,83,85,687
202101631,wzgsnr,17,女,15326000841,19,65,48,21,27,19,17,65,49,2,313
202101632,lsaqbd,21,男,18595547093,3,34,36,93,14,41,40,37,85,27,407
202101633,achxpi,23,女,17881890557,5,88,60,28,42,47,37,0,10,49,361
202101634,xbxzgs,21,男,18969031250,76,137,59,125,19,28,58,92,28,77,623
202101635,ytbecw,20,女,17536654427,65,39,80,148,38,21,71,25,88,22,532
202101636,zhvbqf,25,女,18762589105,28,100,64,22,87,19,24,42,60,3,421
202101637,rvnwkb,22,女,13185879456,147,137,74,107,40,87,54,41,86,58,684
202101638,rqsiyb,23,男,17868400466,154,38,42,118,62,41,66,52,91,16,526
202101639,zuaydu,20,女,13072871719,49,135,145,75,86,50,34,48,56,52,681
202101640,rgqkqr,20,男,13038722975,164,108,149,150,39,76,16,47,1,84,670
202101641,oivrky,23,男,13030248887,160,97,110,31,29,93,44,11,28,69,512
202101642,gswktr,20,男,13192463927,38,32,140,38,27,74,38,11,73,79,512
202101643,ggicvl,18,女,13561491625,7,44,12,121,39,50,71,71,4,74,486
202101644,rwtgco,26,女,13066624129,38,5,65,117,69,71,97,6,85,28,543
202101645,ujahdg,23,男,13125640637,154,20,47,22,94,9,98,26,91,47,454
202101646,gitqnq,23,男,15730790850,145,96,4,125,93,76,87,34,64,61,640
202101647,ufiwuf,16,女,15377222136,31,97,134,79,41,83,81,7,12,81,615
202101648,ztyfds,22,女,18056935220,156,29,54,18,57,89,51,18,40,84,440
202101649,sdaxdl,19,男,14991245993,36,37,14,66,47,68,56,24,84,95,491
202101650,uebydy,17,女,13027547333,48,22,12,98,17,45,80,92,22,5,393
202101651,yidyax,16,男,17844108511,17,109,91,49,44,96,20,62,52,93,616
202101652,rzeosp,20,女,13558536553,31,110,57,57,56,34,60,43,80,34,531
202101653,gatmse,23,男,17754548996,103,77,108,127,83,90,42,15,10,40,592
202101654,cwkwbm,20,女,13037707816,44,90,73,100,58,34,70,48,5,97,575
202101655,ixptaf,16,男,17550403321,66,70,60,100,83,43,82,10,100,43,591
202101656,wwbjaw,16,男,13140921396,24,73,148,56,36,59,29,30,56,2,489
202101657,difkxw,18,男,13033653162,9,140,7,61,96,41,9,50,63,0,467
202101658,zhcijs,25,女,18775516866,46,82,35,124,18,83,21,48,19,22,452
202101659,gkbpkf,22,女,13173614863,42,133,47,63,78,99,2,73,11,65,571
202101660,wsbipz,25,女,18143173257,141,143,81,27,36,70,11,71,29,21,489
202101661,eoxxug,17,男,17791505457,140,77,47,11,66,43,46,5,58,65,418
202101662,dscsly,16,男,18835955225,6,78,10,45,52,2,21,37,59,14,318
202101663,ivsqjm,23,女,13021992447,157,82,53,57,45,83,22,13,41,27,423
202101664,kbizat,19,女,18826482096,23,74,69,71,40,89,81,52,20,90,586
202101665,ucgwnl,16,男,15746550026,141,58,115,146,68,13,16,69,41,2,528
202101666,yfsxlk,25,男,13131007978,13,82,41,115,80,76,79,77,69,52,671
202101667,uxljky,26,男,15368822260,61,105,70,119,50,61,90,2,13,17,527
202101668,lodmxu,26,男,18033717375,75,58,113,122,45,68,1,7,1,20,435
202101669,khgpxa,22,男,13679147490,15,9,146,67,84,50,6,56,63,54,535
202101670,vllmlv,17,女,13317925164,24,30,114,14,78,65,22,8,42,87,460
202101671,giitmd,20,男,14968482523,21,123,113,70,80,29,67,9,35,49,575
202101672,fxtnvt,26,女,15352782027,154,66,51,90,24,70,58,17,45,49,470
202101673,qiwmtr,24,男,17779701158,126,47,32,24,24,11,90,7,58,2,295
202101674,ddumak,22,男,18539932238,118,115,57,17,2,10,98,92,83,12,486
202101675,retpoj,21,女,18785413809,106,29,40,72,14,8,38,15,77,48,341
202101676,sietlx,23,男,13683107903,83,65,29,11,13,72,5,80,0,62,337
202101677,socnbg,17,女,13178777679,149,8,133,141,36,80,12,11,26,82,529
202101678,icgtii,18,女,13690722373,27,91,41,54,21,90,64,31,70,98,560
202101679,bzddgt,25,女,18963061289,65,22,134,54,66,11,61,91,97,82,618
202101680,strfnt,16,女,15810804516,32,56,20,29,94,0,100,14,41,74,428
202101681,ldnjvq,22,女,17355253591,101,112,67,29,3,25,41,54,27,76,434
202101682,effvfw,23,男,15955866004,43,1,144,22,47,94,25,80,23,89,525
202101683,ewviii,23,女,17815135153,108,65,79,65,2,62,59,86,63,8,489
202101684,ngtcxy,24,女,17829553999,29,30,33,2,21,41,81,90,82,90,470
202101685,wkobzo,18,女,18048443100,32,86,101,116,10,57,45,58,29,65,567
202101686,hmujxg,16,女,13135854793,125,42,10,17,47,51,90,17,26,3,303
202101687,hzmbii,20,男,17560607195,79,51,58,131,50,15,40,7,89,98,539
202101688,ahifru,19,女,15887812867,135,85,31,86,19,3,32,26,27,100,409
202101689,dwhxxt,26,男,18168671954,95,90,48,46,48,92,73,22,97,57,573
202101690,cqcjdk,26,女,13332549687,140,36,128,96,67,75,27,71,31,51,582
202101691,divvoi,26,男,13016881348,118,83,141,42,17,50,49,77,78,64,601
202101692,yxoqow,22,男,18551205750,98,148,41,148,21,65,49,93,17,14,596
202101693,hcgyyz,19,女,15890859809,137,9,2,30,18,57,70,70,60,16,332
202101694,jqxmqr,23,男,18920480485,103,49,58,79,35,42,39,19,56,46,423
202101695,oisebn,22,男,14952849746,46,7,27,76,4,88,34,83,93,31,443
202101696,ovakmi,26,男,13684893194,57,96,6,19,58,95,62,63,51,36,486
202101697,qpeqdh,19,女,15847848930,77,66,92,123,99,67,77,81,52,52,709
202101698,lofhcp,19,女,14975065978,30,79,137,126,91,36,25,51,14,93,652
202101699,ynrglj,24,女,14968572245,42,7,48,57,70,33,16,53,9,53,346
202101700,otygof,25,女,17328036545,81,0,89,45,31,87,54,6,39,89,440
202101701,tdvnqa,23,男,13577672519,24,27,49,98,95,72,61,94,36,83,615
202101702,crftuw,22,男,13131308267,104,22,125,3,81,31,54,37,51,9,413
202101703,lvmets,19,女,17773273655,24,128,73,84,27,0,5,49,22,46,434
202101704,rlzebz,18,男,17794016973,63,68,93,107,54,30,6,53,42,57,510
202101705,ncjeob,16,女,13684220059,131,66,32,115,61,28,93,45,18,82,540
202101706,ikmtto,24,女,15955595440,100,71,64,62,66,91,11,96,59,53,573
202101707,groooi,18,女,17874827755,150,67,135,133,22,47,92,3,5,0,504
202101708,pucgyz,26,女,17513164579,5,98,110,114,85,1,60,68,58,82,676
202101709,wswegr,24,男,18981394441,74,71,16,64,75,49,39,95,54,29,492
202101710,yncqcu,19,女,18668003813,85,74,81,121,78,39,20,52,97,60,622
202101711,kshfgy,25,男,17792382904,165,150,57,29,38,100,37,40,14,43,508
202101712,wgusds,19,男,13564722414,56,85,9,118,42,61,3,84,37,24,463
202101713,mdgmgj,16,男,18049586473,135,95,87,46,44,74,22,83,99,68,618
202101714,owrsbz,25,男,15968245168,120,94,97,70,68,43,11,14,20,93,510
202101715,wiknlz,19,男,17512119633,120,143,76,86,97,97,95,31,22,44,691
202101716,hrxjro,26,男,18968305183,164,30,83,19,51,65,84,41,76,75,524
202101717,girgum,16,女,14982350011,117,67,102,3,17,46,62,57,52,18,424
202101718,nsgvvg,20,男,13541980099,130,54,18,128,24,82,27,92,96,2,523
202101719,xowjmv,24,男,18858486836,108,133,93,69,61,35,15,83,57,8,554
202101720,bjmign,19,男,13089051827,76,73,80,144,60,34,73,76,58,96,694
202101721,vsakbd,19,男,13688593704,57,69,122,104,78,86,69,86,80,34,728
202101722,txmrdw,16,男,15938926577,141,39,40,86,40,51,16,68,60,15,415
202101723,kvufbu,23,男,13650718926,136,81,14,107,13,95,52,9,84,79,534
202101724,umzoqr,22,男,17594557303,67,129,0,115,9,65,61,13,49,1,442
202101725,mankiw,21,女,17532986451,66,9,137,128,26,92,67,52,56,31,598
202101726,ymsfwj,18,男,18780164454,13,129,120,144,91,43,36,9,58,71,701
202101727,cxiqwi,20,女,18027961417,109,6,35,148,79,5,27,37,48,95,480
202101728,hatbmn,21,女,13696042083,98,92,39,48,89,25,66,40,2,21,422
202101729,fbnxrr,16,男,18134579617,106,124,113,44,36,48,5,69,62,3,504
202101730,emqovt,24,女,17761630234,38,55,47,70,51,80,89,37,66,4,499
202101731,uoixha,24,男,13596960505,110,29,86,107,81,77,59,62,1,69,571
202101732,frxupp,21,男,13625571755,7,103,44,60,31,96,1,23,21,18,397
202101733,zywhke,19,女,13021568457,79,70,120,6,52,91,55,35,74,54,557
202101734,sgkwkr,16,男,18652291771,55,129,1,112,100,13,52,91,66,55,619
202101735,optifw,18,男,14912118294,92,139,130,125,5,98,76,7,72,50,702
202101736,pevqzj,25,女,18770928654,156,79,50,74,6,2,50,24,68,17,370
202101737,gldder,20,男,15768555364,79,7,103,50,5,74,44,91,48,61,483
202101738,aqcwcn,20,男,15857534045,38,102,62,102,7,46,46,18,66,54,503
202101739,qwtjgu,17,男,13343595037,117,99,62,58,77,83,16,0,29,86,510
202101740,vmoodf,26,女,14931927830,7,131,127,86,67,48,77,0,68,15,619
202101741,nkwutd,24,女,18529527703,43,101,48,78,23,31,36,11,19,93,440
202101742,uahczc,17,男,13025945519,114,1,14,24,62,95,65,4,97,91,453
202101743,jjkrfr,16,女,18723391425,89,125,111,42,72,95,57,68,91,62,723
202101744,aoocms,24,男,15782029255,39,107,118,3,65,23,41,4,21,67,449
202101745,gjofno,22,女,18676472839,14,136,128,33,92,14,59,76,26,11,575
202101746,yxusmg,26,女,13124049398,47,11,79,141,56,13,72,98,38,39,547
202101747,mbtlrw,16,男,17524589380,20,112,48,93,75,97,45,15,100,98,683
202101748,uyighr,22,女,18096796532,12,15,51,145,34,73,71,91,11,92,583
202101749,nahlvg,18,女,13144433803,73,10,110,135,83,19,1,39,43,31,471
202101750,wjmzrr,26,男,18869656531,51,117,24,93,33,58,23,27,31,87,493
202101751,rmizze,24,男,17557016568,115,95,111,124,5,18,89,0,82,36,560
202101752,jcloif,26,男,17814185489,80,75,25,134,98,40,93,90,29,38,622
202101753,fengbw,16,男,18537241692,96,63,58,17,30,85,3,18,33,40,347
202101754,xzpdgg,19,女,18120475700,35,44,136,76,39,38,20,33,100,97,583
202101755,izkzpr,17,男,18641761601,75,136,122,108,51,49,11,16,19,3,515
202101756,edsrep,16,男,18174075883,51,50,0,44,20,45,68,78,61,97,463
202101757,qltmby,26,女,17832999319,125,139,105,53,59,1,46,87,19,47,556
202101758,alyuqm,18,男,13592576154,152,21,142,23,0,43,47,51,17,25,369
202101759,bnqebm,16,女,18929433719,56,111,23,89,63,59,23,55,36,96,555
202101760,xyoyob,24,男,15818751812,75,24,65,69,92,23,82,61,27,98,541
202101761,wcdsmf,21,男,17537319616,87,76,140,104,80,1,97,20,73,43,634
202101762,hgsikn,21,男,13347276619,75,65,32,21,64,30,95,74,95,73,549
202101763,iwrxjm,24,女,18719423956,40,91,2,5,63,4,89,8,65,72,399
202101764,zqtrvn,25,女,18839899649,163,148,3,4,82,4,10,25,84,34,394
202101765,ajxpxy,21,男,18721434432,39,17,95,27,16,50,0,11,21,52,289
202101766,nxnstn,24,男,17557537370,131,21,106,22,72,14,1,65,84,23,408
202101767,yrehzi,26,女,17328578166,48,39,101,52,66,88,41,17,21,21,446
202101768,hbnbrj,24,女,18778573236,22,55,30,90,16,1,79,75,61,29,436
202101769,qvmtqh,17,男,18017249176,151,74,54,30,5,6,90,71,80,65,475
202101770,znrgth,18,男,15823113341,122,47,24,21,99,48,0,97,41,88,465
202101771,qhacin,23,女,13629528785,54,53,75,109,97,89,36,87,55,5,606
202101772,adspgx,18,男,14956994459,6,46,116,87,3,21,64,71,24,18,450
202101773,tuaqtw,20,男,18554742758,140,0,120,39,6,21,32,2,2,76,298
202101774,whtgka,26,男,14918555879,89,72,20,101,39,92,69,86,94,84,657
202101775,nwonfk,25,男,15836436409,18,116,113,104,87,7,76,12,63,4,582
202101776,tfaupq,16,男,17375974822,97,115,46,59,85,31,75,17,57,84,569
202101777,fsbzxk,19,男,18659327801,120,43,30,24,19,41,21,43,39,47,307
202101778,ywxgpy,23,男,15354702450,54,9,118,124,66,60,57,86,68,27,615
202101779,yxfviy,17,女,15359507001,101,146,92,16,98,8,62,95,18,81,616
202101780,ipqpif,26,男,13572119919,134,40,108,28,12,4,23,70,43,38,366
202101781,ybifzk,18,男,18839357096,66,1,129,94,61,42,99,79,78,8,591
202101782,fzrftv,23,男,17355552940,62,26,68,25,28,11,82,65,77,72,454
202101783,peppje,23,女,13693106729,142,101,118,91,75,61,93,91,3,29,662
202101784,yilmue,20,男,13554509207,150,102,2,31,39,67,79,97,91,26,534
202101785,hrubwo,21,男,17398462859,146,37,139,55,31,33,19,57,70,71,512
202101786,xbmfmc,19,女,17768726061,148,107,42,102,11,69,50,48,87,17,533
202101787,pjazdv,22,男,13075317709,4,44,96,7,49,84,28,95,9,46,458
202101788,oomdfq,20,女,15882044739,139,92,99,51,15,22,59,87,35,4,464
202101789,dnviqm,23,女,18538843181,24,126,129,40,80,91,66,96,23,32,683
202101790,bjsixb,24,女,17895793298,130,25,71,98,22,46,13,94,35,100,504
202101791,qmpuyu,26,男,13682574671,90,99,44,21,45,49,84,20,92,16,470
202101792,ucxdip,25,男,18793716093,58,19,5,52,13,32,91,67,43,10,332
202101793,ggjhfr,22,女,18569614841,119,99,101,149,81,71,32,40,15,66,654
202101794,hbjfxg,18,女,15392581488,140,38,12,128,36,74,15,67,8,36,414
202101795,pdamiv,16,女,18152572302,83,74,130,17,50,8,16,90,55,70,510
202101796,surnst,18,女,18624679185,8,99,20,40,16,94,99,27,27,12,434
202101797,otjjzy,16,男,18880961528,40,82,26,144,63,39,55,29,93,83,614
202101798,fjxutt,22,男,17765687982,24,122,85,14,13,7,17,98,83,21,460
202101799,uzxhth,26,男,14921084811,50,55,138,80,30,51,24,85,55,82,600
202101800,lgjjjw,21,女,18898540304,111,72,40,2,78,22,38,28,18,31,329
202101801,yckznp,19,女,14998850209,150,80,98,101,75,3,37,35,81,87,597
202101802,enaatb,18,女,18640534974,128,9,40,85,61,8,15,1,52,4,275
202101803,udgzwi,22,男,13557881058,31,101,136,86,98,3,95,49,68,56,692
202101804,wtvbfz,17,男,13520796281,78,148,50,106,81,75,40,21,26,9,556
202101805,dvmyeb,19,男,15819847209,161,70,103,23,45,10,48,47,83,79,508
202101806,ejokzh,16,女,13091417695,107,149,82,135,83,99,32,54,16,32,682
202101807,rojbgm,22,男,13115138731,135,144,11,56,3,56,44,78,58,61,511
202101808,jliakp,24,女,13024514640,92,63,95,115,6,61,68,42,92,47,589
202101809,xlqtxv,22,男,18690665258,18,104,141,55,37,55,51,38,58,15,554
202101810,wewenm,20,男,15338941666,4,40,111,108,60,44,44,95,25,95,622
202101811,xswmql,21,女,13198076614,140,82,128,103,32,51,40,50,87,64,637
202101812,uzlwlm,17,女,17767340471,47,13,116,79,66,52,92,48,66,44,576
202101813,qmbstu,26,女,13192463696,66,46,5,84,84,49,52,57,21,12,410
202101814,efysof,24,女,15775235965,40,112,80,7,40,55,61,24,97,52,528
202101815,xietjg,19,男,13533240554,96,113,20,138,3,69,89,49,50,50,581
202101816,sqktpw,25,女,18977540018,68,93,150,137,17,39,85,21,61,62,665
202101817,nkhnjl,21,男,13357068579,50,93,2,66,43,61,77,18,40,66,466
202101818,umlvcd,20,女,18899100311,30,80,66,8,13,58,32,68,94,72,491
202101819,hxkdqq,22,女,18145372477,80,32,124,62,25,49,47,77,61,13,490
202101820,sswhmn,19,女,18819840817,60,73,36,43,20,83,73,71,69,73,541
202101821,hkntao,21,女,14912018379,46,42,26,5,10,11,37,5,24,100,260
202101822,vrhsfp,21,女,13152950370,88,100,113,24,42,63,53,35,30,79,539
202101823,xtzzxe,25,女,17542061056,61,40,125,78,82,38,56,24,18,82,543
202101824,yidqxn,18,男,15856705118,145,19,46,93,19,80,3,37,62,26,385
202101825,scmxyk,16,男,18064403945,165,68,108,36,85,78,66,18,89,47,595
202101826,vsszqt,24,男,17331042055,12,82,62,145,44,40,83,34,16,15,521
202101827,ugvnne,19,女,13143991679,95,150,7,18,37,41,69,98,88,59,567
202101828,lilvsd,25,女,18970958828,3,129,3,54,85,50,46,48,78,91,584
202101829,jdseqv,26,男,18672326716,114,90,117,128,16,82,7,29,77,87,633
202101830,paudjz,22,女,17862510969,69,43,88,19,80,19,52,66,23,29,419
202101831,olobvg,16,女,13057242989,27,44,57,98,74,22,18,6,18,48,385
202101832,mdrman,26,女,15392130532,166,9,116,112,57,13,76,61,32,0,476
202101833,sdevuc,20,女,13550049312,127,52,122,47,76,91,99,41,62,30,620
202101834,mhdjjm,20,男,13372164715,86,132,33,128,26,24,26,63,89,25,546
202101835,ailiac,19,女,13097818522,148,40,119,91,73,51,6,74,20,89,563
202101836,zjojbu,17,男,15988315127,95,100,110,11,98,97,0,31,37,51,535
202101837,bieura,20,男,15324322367,140,5,55,69,15,91,18,44,56,89,442
202101838,vudzjo,20,男,15992626446,39,13,13,7,90,71,32,85,11,29,351
202101839,zpqmgk,21,男,17713542064,140,128,88,119,66,11,65,88,59,46,670
